person1_word_idx,person2_word_idx,sentence,tokens,person1_right_tokens,person2_right_tokens,between_tokens,Label
"(3, 4)","(57, 58)","Tess Daly and Vernon Kay are members of the Beaumont Film Partnership DJ Dermot O'Leary and former pop star Rachel Stevens are also members Complex scheme allows investors to defer income tax bills over 15 years Similar partnerships have been successfully challenged in the courts    Strictly Come Dancing presenter Tess Daly and her TV star husband Vernon Kay are at the centre of a suspected ‘tax avoidance’ probe, with a multi-million-pound investment scheme","['Tess', 'Daly', 'and', 'Vernon', 'Kay', 'are', 'members', 'of', 'the', 'Beaumont', 'Film', 'Partnership', 'DJ', 'Dermot', ""O'Leary"", 'and', 'former', 'pop', 'star', 'Rachel', 'Stevens', 'are', 'also', 'members', 'Complex', 'scheme', 'allows', 'investors', 'to', 'defer', 'income', 'tax', 'bills', 'over', '15', 'years', 'Similar', 'partnerships', 'have', 'been', 'successfully', 'challenged', 'in', 'the', 'courts', '', 'Strictly', 'Come', 'Dancing', 'presenter', 'Tess', 'Daly', 'and', 'her', 'TV', 'star', 'husband', 'Vernon', 'Kay', 'are', 'at', 'the', 'centre', 'of', 'a', 'suspected', '‘', 'tax', 'avoidance’', 'probe', ',', 'with', 'a', 'multi', '-', 'million', '-', 'pound', 'investment', 'scheme']","['are', 'members', 'of', 'the']","['are', 'at', 'the', 'centre']","['are', 'members', 'of', 'the', 'Beaumont', 'Film', 'Partnership', 'DJ', 'Dermot', ""O'Leary"", 'and', 'former', 'pop', 'star', 'Rachel', 'Stevens', 'are', 'also', 'members', 'Complex', 'scheme', 'allows', 'investors', 'to', 'defer', 'income', 'tax', 'bills', 'over', '15', 'years', 'Similar', 'partnerships', 'have', 'been', 'successfully', 'challenged', 'in', 'the', 'courts', '', 'Strictly', 'Come', 'Dancing', 'presenter', 'Tess', 'Daly', 'and', 'her', 'TV', 'star', 'husband']",0
"(21, 22)","(43, 44)","In a series of blistering emails sent to her private account before the 2010 election, Mrs Clinton's close ally Sidney Blumenthal warned that Mr Cameron would be 'no partner' to the US and was a 'pretender' to Tony Blair.   ","['In', 'a', 'series', 'of', 'blistering', 'emails', 'sent', 'to', 'her', 'private', 'account', 'before', 'the', '2010', 'election', ',', 'Mrs', 'Clinton', 's', 'close', 'ally', 'Sidney', 'Blumenthal', 'warned', 'that', 'Mr', 'Cameron', 'would', 'be', '', 'no', 'partner', '', 'to', 'the', 'US', 'and', 'was', 'a', '', 'pretender', '', 'to', 'Tony', 'Blair', '.', '']","['warned', 'that', 'Mr', 'Cameron']","['.', '']","['warned', 'that', 'Mr', 'Cameron', 'would', 'be', '', 'no', 'partner', '', 'to', 'the', 'US', 'and', 'was', 'a', '', 'pretender', '', 'to']",0
"(2, 3)","(36, 37)","Related: JJ Abrams and Chewbacca take the Twizzler Challenge on Jimmy Kimmel Live   “We remain incredibly grateful to Stephen Colbert for his unwavering support of our organization,” said MFF executive director Tom Hall in a statement.","['Related', ':', 'JJ', 'Abrams', 'and', 'Chewbacca', 'take', 'the', 'Twizzler', 'Challenge', 'on', 'Jimmy', 'Kimmel', 'Live', '', '“', 'We', 'remain', 'incredibly', 'grateful', 'to', 'Stephen', 'Colbert', 'for', 'his', 'unwavering', 'support', 'of', 'our', 'organization', ',', '”', 'said', 'MFF', 'executive', 'director', 'Tom', 'Hall', 'in', 'a', 'statement', '.']","['and', 'Chewbacca', 'take', 'the']","['in', 'a', 'statement', '.']","['and', 'Chewbacca', 'take', 'the', 'Twizzler', 'Challenge', 'on', 'Jimmy', 'Kimmel', 'Live', '', '“', 'We', 'remain', 'incredibly', 'grateful', 'to', 'Stephen', 'Colbert', 'for', 'his', 'unwavering', 'support', 'of', 'our', 'organization', ',', '”', 'said', 'MFF', 'executive', 'director']",0
"(14, 16)","(24, 25)","Her acting career is heating up (she’s starring in season two of Steven Soderbergh’s The Knick and the up-coming Steven Spielberg film, Bridge of Spies, playing Tom Hanks’ daughter) and she’s celebrating said career with a scorching spread in GQ.","['Her', 'acting', 'career', 'is', 'heating', 'up', '(', 'she', '’s', 'starring', 'in', 'season', 'two', 'of', 'Steven', 'Soderbergh', '’s', 'The', 'Knick', 'and', 'the', 'up', '-', 'coming', 'Steven', 'Spielberg', 'film', ',', 'Bridge', 'of', 'Spies', ',', 'playing', 'Tom', 'Hanks’', 'daughter', ')', 'and', 'she', '’s', 'celebrating', 'said', 'career', 'with', 'a', 'scorching', 'spread', 'in', 'GQ', '.']","['The', 'Knick', 'and', 'the']","['film', ',', 'Bridge', 'of']","['The', 'Knick', 'and', 'the', 'up', '-', 'coming']",0
"(2, 3)","(15, 15)",He said Bitter Smith has participated in voting on at least some telecommunications matters involving Cox or its telephone competitors.,"['He', 'said', 'Bitter', 'Smith', 'has', 'participated', 'in', 'voting', 'on', 'at', 'least', 'some', 'telecommunications', 'matters', 'involving', 'Cox', 'or', 'its', 'telephone', 'competitors', '.']","['has', 'participated', 'in', 'voting']","['or', 'its', 'telephone', 'competitors']","['has', 'participated', 'in', 'voting', 'on', 'at', 'least', 'some', 'telecommunications', 'matters', 'involving']",0
"(15, 16)","(54, 54)","The centre of attention: Kendall turned every head as she left her big sister Kim Kardashian and brother-in-law Kanye West's apartment     A place to crash: The star often stays at the property when she is in town, usually for modelling work      Stylish accessories: Kendall also wore a chunky black belt and aviator sunglasses, and carried a bowling bag   The pair recently got matching tattoos of tiny broken hearts on their fingers.   ","['The', 'centre', 'of', 'attention', ':', 'Kendall', 'turned', 'every', 'head', 'as', 'she', 'left', 'her', 'big', 'sister', 'Kim', 'Kardashian', 'and', 'brother', '-', 'in', '-', 'law', 'Kanye', 'West', 's', 'apartment', '', 'A', 'place', 'to', 'crash', ':', 'The', 'star', 'often', 'stays', 'at', 'the', 'property', 'when', 'she', 'is', 'in', 'town', ',', 'usually', 'for', 'modelling', 'work', '', 'Stylish', 'accessories', ':', 'Kendall', 'also', 'wore', 'a', 'chunky', 'black', 'belt', 'and', 'aviator', 'sunglasses', ',', 'and', 'carried', 'a', 'bowling', 'bag', '', 'The', 'pair', 'recently', 'got', 'matching', 'tattoos', 'of', 'tiny', 'broken', 'hearts', 'on', 'their', 'fingers', '.', '']","['and', 'brother', '-', 'in']","['also', 'wore', 'a', 'chunky']","['and', 'brother', '-', 'in', '-', 'law', 'Kanye', 'West', 's', 'apartment', '', 'A', 'place', 'to', 'crash', ':', 'The', 'star', 'often', 'stays', 'at', 'the', 'property', 'when', 'she', 'is', 'in', 'town', ',', 'usually', 'for', 'modelling', 'work', '', 'Stylish', 'accessories', ':']",0
"(0, 0)","(3, 4)",Robert's fiance Mary Bradley claims that US Immigration 'assured' him the green card would be granted with ease.      ,"['Robert', 's', 'fiance', 'Mary', 'Bradley', 'claims', 'that', 'US', 'Immigration', '', 'assured', '', 'him', 'the', 'green', 'card', 'would', 'be', 'granted', 'with', 'ease', '.', '']","['s', 'fiance', 'Mary', 'Bradley']","['claims', 'that', 'US', 'Immigration']","['s', 'fiance']",1
"(0, 0)","(70, 70)","Adejo was in captivity for several days and was not released until a ransom was paid to his abductors.'Governor Olusegun Mimiko, being the Chief Security Officer of the state, the Ondo State Police Command and other security agencies had adequate information and notice about the kidnapping and other criminal activities in this area and across the state, but they were lackadaisical about these developments.'The kidnapping of Chief Falae, being the second within a period of three weeks in this particular area, Ala village, is totally unacceptable and it is an indictment on Governor Mimiko, the police and other security agencies for their lackadaisical attitude and dereliction of duty.'The APC wondered how the security vote was being spent in the light of the surge in crime in the stateIt said the 'fire brigade' approach on the current manhunt of Falae's kidnappers is because a prominent and famous Nigerian is the latest victim.","['Adejo', 'was', 'in', 'captivity', 'for', 'several', 'days', 'and', 'was', 'not', 'released', 'until', 'a', 'ransom', 'was', 'paid', 'to', 'his', ""abductors.'Governor"", 'Olusegun', 'Mimiko', ',', 'being', 'the', 'Chief', 'Security', 'Officer', 'of', 'the', 'state', ',', 'the', 'Ondo', 'State', 'Police', 'Command', 'and', 'other', 'security', 'agencies', 'had', 'adequate', 'information', 'and', 'notice', 'about', 'the', 'kidnapping', 'and', 'other', 'criminal', 'activities', 'in', 'this', 'area', 'and', 'across', 'the', 'state', ',', 'but', 'they', 'were', 'lackadaisical', 'about', 'these', ""developments.'The"", 'kidnapping', 'of', 'Chief', 'Falae', ',', 'being', 'the', 'second', 'within', 'a', 'period', 'of', 'three', 'weeks', 'in', 'this', 'particular', 'area', ',', 'Ala', 'village', ',', 'is', 'totally', 'unacceptable', 'and', 'it', 'is', 'an', 'indictment', 'on', 'Governor', 'Mimiko', ',', 'the', 'police', 'and', 'other', 'security', 'agencies', 'for', 'their', 'lackadaisical', 'attitude', 'and', 'dereliction', 'of', ""duty.'The"", 'APC', 'wondered', 'how', 'the', 'security', 'vote', 'was', 'being', 'spent', 'in', 'the', 'light', 'of', 'the', 'surge', 'in', 'crime', 'in', 'the', 'stateIt', 'said', 'the', '', 'fire', 'brigade', '', 'approach', 'on', 'the', 'current', 'manhunt', 'of', 'Falae', 's', 'kidnappers', 'is', 'because', 'a', 'prominent', 'and', 'famous', 'Nigerian', 'is', 'the', 'latest', 'victim', '.']","['was', 'in', 'captivity', 'for']","[',', 'being', 'the', 'second']","['was', 'in', 'captivity', 'for', 'several', 'days', 'and', 'was', 'not', 'released', 'until', 'a', 'ransom', 'was', 'paid', 'to', 'his', ""abductors.'Governor"", 'Olusegun', 'Mimiko', ',', 'being', 'the', 'Chief', 'Security', 'Officer', 'of', 'the', 'state', ',', 'the', 'Ondo', 'State', 'Police', 'Command', 'and', 'other', 'security', 'agencies', 'had', 'adequate', 'information', 'and', 'notice', 'about', 'the', 'kidnapping', 'and', 'other', 'criminal', 'activities', 'in', 'this', 'area', 'and', 'across', 'the', 'state', ',', 'but', 'they', 'were', 'lackadaisical', 'about', 'these', ""developments.'The"", 'kidnapping', 'of', 'Chief']",0
"(56, 56)","(58, 58)","The nanny-to-be proudly shared a photo of her son's baby girl's ultrasound       Baby daddy: The former singer gave her co-hosts a glimpse of the baby's ultrasound before explaining that Shane and the child's mother, Emma are not a couple   Coleen revealed that Shane and Emma are expecting a baby girl, who has already been named.   ","['The', 'nanny', '-', 'to', '-', 'be', 'proudly', 'shared', 'a', 'photo', 'of', 'her', 'son', 's', 'baby', 'girl', 's', 'ultrasound', '', 'Baby', 'daddy', ':', 'The', 'former', 'singer', 'gave', 'her', 'co', '-', 'hosts', 'a', 'glimpse', 'of', 'the', 'baby', 's', 'ultrasound', 'before', 'explaining', 'that', 'Shane', 'and', 'the', 'child', 's', 'mother', ',', 'Emma', 'are', 'not', 'a', 'couple', '', 'Coleen', 'revealed', 'that', 'Shane', 'and', 'Emma', 'are', 'expecting', 'a', 'baby', 'girl', ',', 'who', 'has', 'already', 'been', 'named', '.', '']","['and', 'Emma', 'are', 'expecting']","['are', 'expecting', 'a', 'baby']",['and'],1
"(84, 84)","(148, 148)",Well I am sorry but in my tradition it is not Beauty and attraction rank third after religion and lineage in the choice of a wife They see an 18 year old young lady I see a princess of noble birth whose mother is also a princess and who has been brought up in a good muslim home This is the kind of woman that is prepared for hiving birth to princes and bringing them up for the role expected of them in society Martiage is both social and political Expanding the links of kano which have already been established by my predecessors through inter marriage with katsina sokoto ilorin katagum ningi bauchi etc to adamawa is an important and signifant step and this is obvious to anyone with a sense of how royal families work and Ibn Khaldun’s sociological concept of Asabiyyah When the emir of Kano marries it has to be something beyond what he oersonally desires to what is appropriate for that position and the expectations of the people he represents You dont just pick up any girl on the street And by the way for thise who shout libido sex is cheap and available everywhere in all shapes and sizes and all colours if that is what they want And all ages too Martiage is a very different proposition The mother of your children has to be something other than ot at least much more than a mere object of sexual fantasy,"['Well', 'I', 'am', 'sorry', 'but', 'in', 'my', 'tradition', 'it', 'is', 'not', 'Beauty', 'and', 'attraction', 'rank', 'third', 'after', 'religion', 'and', 'lineage', 'in', 'the', 'choice', 'of', 'a', 'wife', 'They', 'see', 'an', '18', 'year', 'old', 'young', 'lady', 'I', 'see', 'a', 'princess', 'of', 'noble', 'birth', 'whose', 'mother', 'is', 'also', 'a', 'princess', 'and', 'who', 'has', 'been', 'brought', 'up', 'in', 'a', 'good', 'muslim', 'home', 'This', 'is', 'the', 'kind', 'of', 'woman', 'that', 'is', 'prepared', 'for', 'hiving', 'birth', 'to', 'princes', 'and', 'bringing', 'them', 'up', 'for', 'the', 'role', 'expected', 'of', 'them', 'in', 'society', 'Martiage', 'is', 'both', 'social', 'and', 'political', 'Expanding', 'the', 'links', 'of', 'kano', 'which', 'have', 'already', 'been', 'established', 'by', 'my', 'predecessors', 'through', 'inter', 'marriage', 'with', 'katsina', 'sokoto', 'ilorin', 'katagum', 'ningi', 'bauchi', 'etc', 'to', 'adamawa', 'is', 'an', 'important', 'and', 'signifant', 'step', 'and', 'this', 'is', 'obvious', 'to', 'anyone', 'with', 'a', 'sense', 'of', 'how', 'royal', 'families', 'work', 'and', 'Ibn', 'Khaldun', '’s', 'sociological', 'concept', 'of', 'Asabiyyah', 'When', 'the', 'emir', 'of', 'Kano', 'marries', 'it', 'has', 'to', 'be', 'something', 'beyond', 'what', 'he', 'oersonally', 'desires', 'to', 'what', 'is', 'appropriate', 'for', 'that', 'position', 'and', 'the', 'expectations', 'of', 'the', 'people', 'he', 'represents', 'You', 'do', 'nt', 'just', 'pick', 'up', 'any', 'girl', 'on', 'the', 'street', 'And', 'by', 'the', 'way', 'for', 'thise', 'who', 'shout', 'libido', 'sex', 'is', 'cheap', 'and', 'available', 'everywhere', 'in', 'all', 'shapes', 'and', 'sizes', 'and', 'all', 'colours', 'if', 'that', 'is', 'what', 'they', 'want', 'And', 'all', 'ages', 'too', 'Martiage', 'is', 'a', 'very', 'different', 'proposition', 'The', 'mother', 'of', 'your', 'children', 'has', 'to', 'be', 'something', 'other', 'than', 'ot', 'at', 'least', 'much', 'more', 'than', 'a', 'mere', 'object', 'of', 'sexual', 'fantasy']","['is', 'both', 'social', 'and']","['marries', 'it', 'has', 'to']","['is', 'both', 'social', 'and', 'political', 'Expanding', 'the', 'links', 'of', 'kano', 'which', 'have', 'already', 'been', 'established', 'by', 'my', 'predecessors', 'through', 'inter', 'marriage', 'with', 'katsina', 'sokoto', 'ilorin', 'katagum', 'ningi', 'bauchi', 'etc', 'to', 'adamawa', 'is', 'an', 'important', 'and', 'signifant', 'step', 'and', 'this', 'is', 'obvious', 'to', 'anyone', 'with', 'a', 'sense', 'of', 'how', 'royal', 'families', 'work', 'and', 'Ibn', 'Khaldun', '’s', 'sociological', 'concept', 'of', 'Asabiyyah', 'When', 'the', 'emir', 'of']",0
"(2, 3)","(22, 22)","Bereaved: Eddie Montgomery of Montgomery Gentry announced Sunday his son Hunter, 19, has died   The announcement said that Hunter had been on life support at a Kentucky hospital following an accident.   ","['Bereaved', ':', 'Eddie', 'Montgomery', 'of', 'Montgomery', 'Gentry', 'announced', 'Sunday', 'his', 'son', 'Hunter', ',', '19', ',', 'has', 'died', '', 'The', 'announcement', 'said', 'that', 'Hunter', 'had', 'been', 'on', 'life', 'support', 'at', 'a', 'Kentucky', 'hospital', 'following', 'an', 'accident', '.', '']","['of', 'Montgomery', 'Gentry', 'announced']","['had', 'been', 'on', 'life']","['of', 'Montgomery', 'Gentry', 'announced', 'Sunday', 'his', 'son', 'Hunter', ',', '19', ',', 'has', 'died', '', 'The', 'announcement', 'said', 'that']",0
"(0, 1)","(30, 31)","Scott Westerhuis served as the organization's business manager for about 15 or 16 years, and Nicole Westerhuis served as assistant business manager for about 8 years, said Dan Guericke, the cooperative's director.    ","['Scott', 'Westerhuis', 'served', 'as', 'the', 'organization', 's', 'business', 'manager', 'for', 'about', '15', 'or', '16', 'years', ',', 'and', 'Nicole', 'Westerhuis', 'served', 'as', 'assistant', 'business', 'manager', 'for', 'about', '8', 'years', ',', 'said', 'Dan', 'Guericke', ',', 'the', 'cooperative', 's', 'director', '.', '']","['served', 'as', 'the', 'organization']","[',', 'the', 'cooperative', 's']","['served', 'as', 'the', 'organization', 's', 'business', 'manager', 'for', 'about', '15', 'or', '16', 'years', ',', 'and', 'Nicole', 'Westerhuis', 'served', 'as', 'assistant', 'business', 'manager', 'for', 'about', '8', 'years', ',', 'said']",0
"(3, 3)","(95, 96)","His heartbroken wife Kelli (pictured with Ewen) said she had lost the 'love of her life' after the death of the player who had been battling depression     Enforcer Ewen was dubbed 'The Animal' for his tough playing style which won him an impressive 36 goals, 40 assists and 1,911 penalty minutes across 518 games (pictured playing with the Montreal Canadiens against the Boston Bruins in the 1990s, right, and with St. Louis Blues in November of 1988, left)   Blues Chairman Tom Stillman  issued a moving statement on the club's website , saying: 'We are deeply saddened by the passing of former Blue Todd Ewen.   '","['His', 'heartbroken', 'wife', 'Kelli', '(', 'pictured', 'with', 'Ewen', ')', 'said', 'she', 'had', 'lost', 'the', '', 'love', 'of', 'her', 'life', '', 'after', 'the', 'death', 'of', 'the', 'player', 'who', 'had', 'been', 'battling', 'depression', '', 'Enforcer', 'Ewen', 'was', 'dubbed', '', 'The', 'Animal', '', 'for', 'his', 'tough', 'playing', 'style', 'which', 'won', 'him', 'an', 'impressive', '36', 'goals', ',', '40', 'assists', 'and', '1,911', 'penalty', 'minutes', 'across', '518', 'games', '', '(', 'pictured', 'playing', 'with', 'the', 'Montreal', 'Canadiens', 'against', 'the', 'Boston', 'Bruins', 'in', 'the', '1990s', ',', 'right', ',', 'and', 'with', 'St.', 'Louis', 'Blues', 'in', 'November', 'of', '1988', ',', 'left', ')', '', 'Blues', 'Chairman', 'Tom', 'Stillman', '', 'issued', 'a', 'moving', 'statement', 'on', 'the', 'club', 's', 'website', ',', 'saying', ':', '', 'We', 'are', 'deeply', 'saddened', 'by', 'the', 'passing', 'of', 'former', 'Blue', 'Todd', 'Ewen', '.', '', '']","['(', 'pictured', 'with', 'Ewen']","['', 'issued', 'a', 'moving']","['(', 'pictured', 'with', 'Ewen', ')', 'said', 'she', 'had', 'lost', 'the', '', 'love', 'of', 'her', 'life', '', 'after', 'the', 'death', 'of', 'the', 'player', 'who', 'had', 'been', 'battling', 'depression', '', 'Enforcer', 'Ewen', 'was', 'dubbed', '', 'The', 'Animal', '', 'for', 'his', 'tough', 'playing', 'style', 'which', 'won', 'him', 'an', 'impressive', '36', 'goals', ',', '40', 'assists', 'and', '1,911', 'penalty', 'minutes', 'across', '518', 'games', '', '(', 'pictured', 'playing', 'with', 'the', 'Montreal', 'Canadiens', 'against', 'the', 'Boston', 'Bruins', 'in', 'the', '1990s', ',', 'right', ',', 'and', 'with', 'St.', 'Louis', 'Blues', 'in', 'November', 'of', '1988', ',', 'left', ')', '', 'Blues', 'Chairman']",0
